SURV,BASIN,SEGMENT,ZONE,DATE,TIME,STATION,SITE,LATDEC,LOEC,DEPTH,NOX-S,NOX-B,NO3_S,NO3_B,NO2-S,NO2-B,NH4-S,NH4-B,TN-S,TN-B,DIN-S,DIN-B,TON-S,TON-B,TP-S,TP-B,SRP-S,SRP-B,APA-S,APA-B,CHLA-S,CHLA-B,TOC-S,TOC-B,SiO2-S,SiO2-B,TURB-S,TURB-B,SAL-S,SAL-B,TEMP-S,TEMP-B,DO-S,DO-B,Kd,pH,TN:TP,N:P,DIN:TP,Si:DIN,%SAT-S,%SAT_B,%Io,DSIGT
88,FK,OFF,REEF,5/10/2017,13:57,280,Eastern Dry Rocks,24.4536,-81.8437,26.89,0.0288,0.0917,0.0215,0.0821,0.0072,0.0096,0.0816,0.0859,6.4536,8.5053,0.1104,0.1776,6.3432,8.3277,0.284,,0.0778,,,,0.28,,72.53,66.99,0.065,0.017,0.62,26.93,36.51,36.48,26.66,25.65,6.51,6.62,0.09,,22.724,1.418,0.389,0.589,97.411,98.095,11.352,0.338
89,FK,OFF,REEF,9/27/2017,16:45,280,Eastern Dry Rocks,24.4536,-81.8437,26.89,0.3878,0.7863,0.27,0.6942,0.1178,0.0921,0.2426,2.0349,7.8595,9.4516,0.6303,2.8212,7.2292,6.6304,0.1751,0.2628,0.0475,0.0321,,,1.05,,114,100.75,0.492,4.385,0.15,2.58,35.08,35.35,30.48,29.25,6.17,6.28,0.18,,44.875,13.284,3.599,0.781,94.336,95.373,1.566,0.7
90,FK,OFF,REEF,12/12/2017,6:21,280,Eastern Dry Rocks,24.4536,-81.8437,26.89,0.2051,0.2287,0.1657,0.1844,0.0394,0.0444,0.1861,0.1709,9.1026,8.7394,1.2865,,27.9238,,0.1732,0.2114,0.016,0.0244,,,0.42,,88.75,89.92,0.66,0.83,0.21,0.74,36.16,36.15,25.33,25.32,6.67,6.67,0,,52.545,80.66,7.427,0.513,98.287,98.292,99.596,-0.003
91,FK,OFF,REEF,3/26/2018,15:30,280,Eastern Dry Rocks,24.4536,-81.8437,27.95,0.135,0.153,0.098,0.119,0.037,0.034,0.095,0.064,11.1458,8.0538,0.23,0.217,10.9158,7.8368,0.1813,0.1955,0.007,,,,0.38,,84.08,79.61,0.068,0.065,0.88,1.08,36.41,36.45,24.38,23.85,6.77,6.83,0.13,,61.393,32.814,1.267,0.295,98.898,99.213,2.725,0.205
92,FK,OFF,REEF,5/16/2018,9:00,280,Eastern Dry Rocks,24.4536,-81.8437,27.79,0.4307,0.4987,0.3638,0.443,0.0669,0.0557,0.552,0.655,12.4991,10.8146,0.9827,1.1537,11.5164,9.6609,0.262,0.289,0.008,0.018,,,0.64,,116.75,98.17,1.049,1.348,1.32,6.83,35.98,36.34,26.02,24.49,6.6,6.76,0.26,,47.643,122.679,3.746,1.065,97.812,98.823,0.067,0.807
93,FK,OFF,REEF,9/25/2018,11:22,280,Eastern Dry Rocks,24.4536,-81.8437,32.62,0.108,0.083,0.099,0.076,0.009,0.007,0.856,0.089,13.2609,10.3,0.964,0.172,12.2969,10.128,0.194,0.223,0.008,,,,0.7,,108.08,100,0.042,0.062,0.38,2.85,35.59,35.63,29.25,29.14,6.27,6.28,0.21,,68.264,120.34,4.962,0.043,95.393,95.485,0.104,0.076
94,FK,OFF,REEF,12/4/2018,11:43,280,Eastern Dry Rocks,24.4536,-81.8437,1.02,0.12,0.326,0.104,0.293,0.016,0.033,0.297,0.159,11.9494,7.1945,0.417,0.485,11.5324,6.7095,0.176,0.152,0.014,0.009,,,0.31,,97.67,74.83,,0.399,0.34,1.02,36.26,36.38,27.05,26.44,6.48,6.54,0.12,,67.804,29.746,2.366,,97.119,97.553,88.716,0.313
95,FK,OFF,REEF,2/28/2019,0.454166667,280,Eastern Dry Rocks,24.4536,-81.8437,31.58,0.002,0.169,0.003,0.157,,0.012,,,8.4788,8.3166,,,,,0.173,0.181,,0.009,,,0.36,,90.83,86.33,0.101,0.347,0.32,0.88,36.21,36.14,26.11,24.82,6.58,6.73,0.11,,48.945,,,,97.77,98.605,3.618,0.401
96,FK,OFF,REEF,5/29/2019,0.547222222,280,Eastern Dry Rocks,24.4536,-81.8437,20.53,0.043,0.168,0.043,0.166,,0.002,0.057,0.061,7.237,6.0548,0.1,0.229,7.137,5.8258,0.166,0.145,,0.009,,,0.18,,76.69,78.95,,,0.3,0.27,36.35,36.37,27.61,27.35,6.42,6.44,0.09,,43.539,,0.602,,96.714,96.908,17.369,0.116
97,FK,OFF,REEF,9/16/2019,0.565277778,280,Eastern Dry Rocks,24.4536,-81.8437,28.12,0.002,,,,0.009,0.005,0.036,0.022,9.2857,5,0.038,,9.2477,,0.168,0.225,,,,,0.16,,102.17,86.5,,0.19,0.11,1.39,35.63,36.23,29.95,27.52,6.2,6.43,0.07,,55.199,,0.226,,94.824,96.773,14.42,1.398
98,FK,OFF,REEF,1/28/2020,0.75,280,Eastern Dry Rocks,24.4536,-81.8437,31.64,0.154,0.009,0.146,,0.008,0.015,0.038,0.05,3.8095,4.2857,0.192,0.059,3.6175,4.2267,0.1635,0.177,0.011,,,,0.24,,87.67,91.33,0.238,0.187,0,0.01,36.37,36.4,24.38,23.7,6.77,6.85,0.09,,23.272,17.431,1.173,1.236,98.895,99.294,5.39,0.25
10,FK,OFF,REEF,10/29/1997,,403,Western Sambo #2,24.483,-81.7,4.5,0.2651,0.2901,0.2576,0.2726,0.0075,0.0175,0.2226,0.2551,5.8118,6.137,0.4877,0.5453,5.3241,5.5918,0.1524,0.1798,0.0125,0.0225,0.0321,0.0341,0.09,,110.18,108.18,0.2934,0.3761,0.06,0.07,35.9,35.9,27,27,6,6.2,0.13,,38.142,39.052,3.201,0.599,89.689,92.678,55.008,0
11,FK,OFF,REEF,1/21/1998,,403,Western Sambo #2,24.483,-81.7,7.5,0.095,0.06,0.05,0.005,0.045,0.055,0.1876,0.2301,8.3658,7.399,0.2826,0.2901,8.0831,7.1088,0.1823,0.1749,,0.0075,0.0377,0.041,0.72,,157.6,143.21,0.2959,0.4163,0.22,0.21,36.2,36.2,23,23,6.3,6.3,0.13,,45.879,,1.55,1.043,90.425,90.425,38.985,0
12,FK,OFF,REEF,5/19/1998,10:04,403,Western Sambo #2,24.483,-81.7,5,0.1126,0.1434,,,0.1126,0.1367,0.8838,1.1339,6.5685,6.3605,0.9963,1.2773,5.5722,5.0832,0.1983,0.1957,0.005,0.0075,0.0288,0.0332,0.09,,222.47,211,1.1468,0.7774,0.18,0.18,36.2,36.2,26.1,26.1,6.3,6.3,0.3,,33.125,199.431,5.024,1.147,93.551,93.551,22.127,0
13,FK,OFF,REEF,8/3/1998,10:36,403,Western Sambo #2,24.483,-81.7,8,0.3068,0.0475,0.2735,,0.0333,0.0475,0.0167,0.2268,11.2664,8.9793,0.3235,0.2743,10.9429,8.705,0.1288,0.151,0.01,0.02,0.0838,0.0534,0.29,,176.3,162.69,0.672,1.0482,0.22,0.21,34.4,34.4,31,30.8,5.5,5.6,0.17,,87.49,32.376,2.512,2.07,84.018,85.435,24.822,0.084
14,FK,OFF,REEF,11/1/1998,,403,Western Sambo #2,24.483,-81.7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,FK,OFF,REEF,1/19/1999,0:30,403,Western Sambo #2,24.483,-81.7,7,0.0075,0.0525,,,0.0075,0.04,0.2451,0.4552,5.3901,4.8329,0.2526,0.5077,5.1374,4.3252,0.0921,0.1129,,,0.0264,0.0268,0.27,,156.18,180.72,0.1354,0.1755,0.09,0.13,36.21,36.2,24.28,24.23,6.44,6.54,0.11,,58.51,,2.742,0.534,93.757,95.16,46.38,0.01
16,FK,OFF,REEF,5/18/1999,10:35,403,Western Sambo #2,24.483,-81.7,6,0.1634,0.1234,0.1484,0.0959,0.015,0.0275,0.2926,0.05,12.7633,10.7418,0.4561,0.1734,12.3073,10.5683,0.1749,0.1732,0.035,,0.0694,0.0715,0.25,,167.52,166.59,2.139,1.976,0.46,0.61,36.76,36.76,28.91,28.9,5.69,5.78,0.28,,72.995,13.041,2.608,4.674,86.913,88.281,19.09,0.004
17,FK,OFF,REEF,8/10/1999,11:37,403,Western Sambo #2,24.483,-81.7,5,0.5359,0.4572,,,,0.001,0.1,0.08,9.5111,9.795,0.636,0.5373,8.8751,9.2578,0.0296,0.0201,,,0.111,0.0994,0.36,,295.58,283.25,0.0451,0.1505,,,36.36,36.35,30.62,30.48,5.06,5.11,0.2,,321.05,,21.467,0.071,78.05,78.743,37.232,0.051
18,FK,OFF,REEF,12/14/1999,10:28,403,Western Sambo #2,24.483,-81.7,5,0.3552,0.5052,,,,,0.4227,1.6641,19.4286,11.4828,0.7779,2.1694,18.6507,9.3135,0.1384,0.1281,0.0325,0.0433,0.0383,0.0399,0.84,,204.83,212.38,1.1435,1.1535,0.82,0.85,35.32,35.33,23.86,23.82,5.84,5.55,0.22,,140.397,23.955,5.621,1.465,84.195,79.982,33.304,0.021
19,FK,OFF,REEF,3/22/2000,9:16,403,Western Sambo #2,24.483,-81.7,7,0.4997,0.5448,,,,0.0184,0.2581,0.1656,10.8411,12.0879,0.7579,0.7103,10.0833,11.3775,0.2558,0.2514,0.042,0.0694,0.0584,0.0514,1.23,,174.78,167.94,1.7829,1.4243,0.51,0.65,36.19,36.19,25.65,25.66,5.29,5.28,0.38,,42.384,18.06,2.963,2.344,78.196,78.056,6.767,-0.004
20,FK,OFF,REEF,6/28/2000,10:39,403,Western Sambo #2,24.483,-81.7,8,0.3779,0.1926,0.3572,0.1647,0.0207,0.0279,0.1043,0.0915,5.6205,4.9907,0.4822,0.2841,5.1383,4.7065,0.3022,0.3297,0.0879,0.0664,0.161,0.1667,0.38,,155.62,150.47,,0.3736,1.73,1.19,36.54,36.56,29.27,29.17,6.7,4.47,0.88,,18.596,5.485,1.596,,102.423,68.302,0.09,0.055
21,FK,OFF,REEF,9/12/2000,10:36,403,Western Sambo #2,24.483,-81.7,8,0.4402,0.6378,0.3635,0.5211,0.0767,0.1167,0.3335,0.4052,8.106,11.3583,0.7737,1.043,7.3323,10.3153,0.1948,0.1449,0.0699,0.0899,0.0781,0.0649,0.15,,118.54,117.42,0.0226,,0.2,0.5,36.16,36.16,30.12,30.11,4.88,4.69,0.26,,41.604,11.062,3.971,0.029,74.926,72.003,12.603,0.004
22,FK,OFF,REEF,11/28/2000,10:53,403,Western Sambo #2,24.483,-81.7,20.5,0.2576,0.3652,0.1976,0.3477,0.06,0.0175,0.1534,0.1326,3.8647,4.1765,0.411,0.4977,3.4537,3.6787,0.2323,0.2048,0.0525,0.0533,0.0391,0.0432,0.33,,188.83,196.32,0.326,0.3937,0.37,0.25,36.4,36.4,25,25,5.9,7.5,,,16.637,7.836,1.769,0.79,86.744,110.267,,0
23,FK,OFF,REEF,2/6/2001,10:46,403,Western Sambo #2,24.483,-81.7,14.8,0.0575,0.0623,0.0225,0.0173,0.035,0.045,0.2069,0.1501,13.7607,11.821,0.2644,0.2124,13.4963,11.6087,0.2673,0.2923,0.01,0.005,0.0441,0.0293,0.22,,138.56,159.54,0.2508,0.2073,0.36,0.3,36.5,36.4,21.6,21.7,6.4,6.4,,,51.486,26.46,0.989,0.945,90.425,90.484,,-0.106
24,FK,OFF,REEF,6/27/2001,11:37,403,Western Sambo #2,24.483,-81.7,6.3,0.0925,0.1376,0.062,0.087,0.0305,0.0505,0.1876,0.2151,5.2339,5.6146,0.2801,0.3527,4.9538,5.262,0.0974,0.1224,0.04,0.0649,0.0607,0.0658,0.29,,174.36,189.79,0.2646,0.2783,0.17,0.36,36.8,36.8,29.4,29.4,5.1,5.2,,,53.727,7.009,2.876,0.941,78.211,79.745,,0
25,FK,OFF,REEF,9/11/2001,11:41,403,Western Sambo #2,24.483,-81.7,16,0.2301,0.1901,0.1976,0.1451,0.0325,0.045,0.2601,0.3455,10.3133,9.4605,0.4902,0.5356,9.8231,8.9249,0.0699,0.0874,0.0225,0.0267,0.0457,0.0561,0.15,,109.64,104.9,0.5893,0.642,0.2,0.19,35.9,36,29.9,29.9,4.4,4.6,,,147.458,21.807,7.009,1.198,67.342,70.447,,0.074
26,FK,OFF,REEF,12/11/2001,11:11,403,Western Sambo #2,24.483,-81.7,18.75,0.1998,0.1062,0.1703,0.0733,0.0295,0.033,0.2314,0.2195,16.7326,21.2351,0.4312,0.3258,16.3014,20.9093,0.3472,0.1853,0.1313,0.0199,0.0555,0.0529,0.32,,160.89,178.97,0.7112,0.2091,0.3,0.27,36.02,36.06,25.63,25.56,6.32,5.75,,,48.192,3.285,1.242,1.643,93.301,84.847,,0.055
27,FK,OFF,REEF,3/26/2002,10:58,403,Western Sambo #2,24.483,-81.7,15.25,0.0343,0.0387,0.0206,0.0156,0.0137,0.0232,0.1128,0.0885,29.3182,35.5879,0.1471,0.1272,29.1711,35.4607,0.3599,0.3672,0.0034,0.0009,0.0279,0.03,0.2,,83.85,115.64,,2.4993,0.4,0.2,36.21,36.2,24.76,24.48,7.59,5.88,,,81.452,43.755,0.409,,111.168,85.854,,0.088
28,FK,OFF,REEF,5/9/2002,11:05,403,Western Sambo #2,24.483,-81.7,14.75,0.0929,0.0937,0.0604,0.0622,0.0324,0.0315,0.0828,0.05,42.4839,18.0339,0.1757,0.1437,42.3082,17.8902,0.1197,0.1266,0.0306,0.0743,0.031,0.0449,0.22,,140.67,140.44,0.0773,0.0529,0.22,0.25,36.14,36.03,27.21,27.3,5.54,5.27,,,354.998,5.747,1.468,0.438,83.098,79.056,,-0.116
29,FK,OFF,REEF,9/10/2002,11:00,403,Western Sambo #2,24.483,-81.7,6.5,0.1522,0.1245,0.1227,0.1007,0.0295,0.0237,0.2325,0.2352,22.6433,19.7263,0.3847,0.3597,22.2586,19.3665,0.1901,0.1685,0.0417,0.0308,0.0716,0.0369,0.23,,100.59,98.62,0.2216,0.1682,0.7,0.42,36.29,36.3,29.45,29.45,5.46,5.51,0.51,,119.088,9.227,2.023,0.574,83.525,84.266,3.563,0.01
30,FK,OFF,REEF,11/5/2002,10:09,403,Western Sambo #2,24.483,-81.7,10,0.234,0.1574,0.1951,0.1204,0.0389,0.037,0.3899,0.4024,3.8545,3.7181,0.6239,0.5598,3.2306,3.1582,0.3053,0.2999,,,0.0408,0.0419,0.06,,175.57,142.29,0.273,0.1382,0.37,0.3,36.3,36.3,28.04,28.04,5.2,5.29,0.19,,12.625,,2.043,0.436,78.656,80.004,15.724,0.004
31,FK,OFF,REEF,3/4/2003,11:04,403,Western Sambo #2,24.483,-81.7,14.5,0.0306,0.1017,0.0192,0.0854,0.0114,0.0164,0.0988,0.11,7.1756,6.7328,0.1294,0.2117,7.0462,6.5211,0.4276,0.3604,0.0233,0.0286,0.0365,0.0494,0.23,,22.81,21.71,3.2896,1.0666,0.48,1.52,35.87,35.96,25.23,24.03,5.62,5.78,0.15,,16.782,5.553,0.303,25.329,82.56,83.84,12.039,0.477
32,FK,OFF,REEF,6/3/2003,11:32,403,Western Sambo #2,24.483,-81.7,30,0.1171,0.1415,0.1046,0.1102,0.0125,0.0314,0.1463,0.1214,18.2094,22.3517,0.2633,0.2629,17.9461,22.0888,0.1374,0.1052,0.043,0.0338,0.0939,0.0704,0.11,,,,1.5833,0.1848,0.26,0.24,36.44,36.39,29.27,27.82,4.81,5.29,,,132.544,6.126,1.917,5.991,73.526,79.901,,0.532
33,FK,OFF,REEF,9/30/2003,11:36,403,Western Sambo #2,24.483,-81.7,9.5,0.2373,0.3674,0.1997,0.2967,0.0376,0.0707,0.3997,0.2762,17.7128,16.6109,0.637,0.6436,17.0758,15.9673,0.0957,0.0784,0.0986,0.0572,0.0198,0.0182,0.7,,125.99,131.33,0.2712,0.4737,0.21,0.19,35.57,35.58,29.54,29.5,5.69,5.92,0.09,,185.147,6.463,6.658,0.424,86.68,90.163,42.934,0.024
34,FK,OFF,REEF,11/11/2003,10:17,403,Western Sambo #2,24.483,-81.7,10,0.299,0.3145,0.2408,0.2376,0.0582,0.077,0.2528,0.2307,15.5492,14.3256,0.5518,0.5452,14.9974,13.7805,0.1782,0.2108,0.0264,0.0248,0.0318,0.0304,0.18,,85.12,86.68,1.1619,1.1981,0.13,0.15,35.89,35.87,27.2,27.21,4.8,6.23,0.13,,87.266,20.891,3.097,2.098,71.907,93.287,26.448,-0.019
35,FK,OFF,REEF,3/18/2004,10:57,403,Western Sambo #2,24.483,-81.7,22.75,0.0666,0.0783,0.0226,0.0216,0.044,0.0567,0.3135,0.23,16.167,18.0633,0.3801,0.3083,15.7869,17.755,0.0912,0.0973,0.0269,0.0356,0.0505,0.068,0.26,,104.22,106.8,0.298,0.1763,0.93,1.05,36.21,36.2,24.36,24.17,6.38,6.02,,,177.298,14.132,4.168,0.781,92.964,87.532,,0.05
36,FK,OFF,REEF,5/27/2004,10:39,403,Western Sambo #2,24.483,-81.7,7,0.2258,0.2491,0.1903,0.214,0.0355,0.0351,0.1344,0.1727,15.3034,15.5957,0.3602,0.4218,14.9432,15.1739,0.2058,0.1215,0.0396,0.0295,0.0291,0.0266,,,94.63,84.6,0.6273,0.773,0.16,0.16,36.53,36.54,26.97,27,6.7,6.46,0.78,,74.375,9.101,1.751,1.735,100.583,96.905,0.417,0.004
37,FK,OFF,REEF,8/3/2004,12:04,403,Western Sambo #2,24.483,-81.7,8.7,0.1028,0.0903,0.0765,0.0722,0.0263,0.0181,0.162,0.1182,13.0466,13.9227,0.2648,0.2085,12.7818,13.7142,0.2323,0.1898,0.0224,0.0182,0.1495,0.1624,0.71,,120.15,117.83,0.0885,0.2213,0.68,0.7,36.04,35.93,30.1,30.11,5.56,5.53,,,56.162,11.798,1.14,0.333,85.366,84.715,,-0.089
38,FK,OFF,REEF,10/26/2004,11:06,403,Western Sambo #2,24.483,-81.7,10,0.1945,0.2332,0.1559,0.177,0.0386,0.0562,0.2887,0.2084,8.8471,9.581,0.4832,0.4417,8.3639,9.1394,0.2928,0.2108,0.0245,0.051,0.0346,0.0386,,,98.09,104.89,0.2563,0.3636,0.14,0.18,36.07,36.02,27.72,27.78,5.26,5.91,0.04,,30.218,19.69,1.65,0.529,79.188,89.067,68.086,-0.058
39,FK,OFF,REEF,1/25/2005,11:43,403,Western Sambo #2,24.483,-81.7,15,0.3145,0.2797,0.0395,,0.275,0.2797,0.7226,0.4992,14.3796,13.5358,1.0371,0.7789,13.3425,12.7569,0.1091,0.102,0.0316,0.0394,0.023,0.018,0.05,,94.25,86.97,0.0938,0.1575,0.05,0.08,36.48,36.51,23.02,23.01,6.95,6.3,0.03,,131.813,32.841,9.507,0.09,99.892,90.695,59.879,0.022
40,FK,OFF,REEF,5/3/2005,10:49,403,Western Sambo #2,24.483,-81.7,14,0.1001,0.0603,0.0753,0.0128,0.0248,0.0475,0.3249,0.1054,9.8236,7.9487,0.425,0.1657,9.3986,7.783,0.1914,0.1742,0.0569,0.051,0.032,0.0666,0.5,,94.31,99.34,1.0916,1.2054,0.8,0.6,36.71,36.69,25.72,25.66,4.78,5,,,51.324,7.468,2.22,2.559,71.012,74.11,,0.01
41,FK,OFF,REEF,8/2/2005,9:51,403,Western Sambo #2,24.483,-81.7,8,0.1127,0.164,0.0546,0.0759,0.0582,0.0881,0.1558,0.361,8.3388,9.971,0.2685,0.525,8.0703,9.446,0.1633,0.1527,0.0161,0.063,0.1021,0.0691,0.05,,107.24,90.02,5.8262,0.0051,0.26,0.18,36.22,36.23,30.27,30.18,4.85,5.29,0.11,,51.073,16.692,1.645,21.62,74.626,81.223,41.778,0.041
42,FK,OFF,REEF,12/6/2005,10:30,403,Western Sambo #2,24.483,-81.7,9,0.5915,0.6375,0.4178,0.4551,0.1737,0.1824,0.6672,1.0199,10.1599,8.8588,1.2587,1.6574,8.9012,7.2014,0.6298,0.6979,0.0187,0.0243,0.0432,0.0506,0.02,,,,1.7065,2.3256,0.34,0.35,35.7,35.73,24.19,24.23,5.28,5.54,0.14,,16.131,67.179,1.998,1.351,76.538,80.471,27.281,0.011
43,FK,OFF,REEF,2/7/2006,10:07,403,Western Sambo #2,24.483,-81.7,5,0.3009,0.4433,0.2604,0.4044,0.0406,0.0389,2.2706,2.1127,9.6241,9.8657,2.5715,2.5561,7.0526,7.3096,0.143,0.1361,0.0463,0.0367,0.0217,0.0193,0.26,,112.6,115.32,0.1399,0.1048,0.5,0.65,36.28,36.28,22.59,22.54,4.79,4.19,0.35,,67.294,55.551,17.981,0.054,68.445,59.887,17.032,0.013
44,FK,OFF,REEF,5/4/2006,9:41,403,Western Sambo #2,24.483,-81.7,9,0.1198,0.1043,0.0789,0.0549,0.0408,0.0494,1.8942,0.335,6.8686,5.6692,2.014,0.4393,4.8546,5.2298,0.2207,0.2247,0.0169,0.33,0.0563,0.0601,,,112.45,108.66,0.186,0.1869,0.84,0.84,36.49,36.5,25.97,25.97,5.1,5.24,0.05,,31.121,119.44,9.125,0.092,75.727,77.91,62.182,0.012
45,FK,OFF,REEF,9/8/2006,10:26,403,Western Sambo #2,24.483,-81.7,25,0.4654,0.2475,0.4238,0.2185,0.0416,0.0291,1.3274,0.2163,7.3422,7.2509,1.7927,0.4639,5.5495,6.7871,0.297,0.3019,0.0302,0.0288,0.1352,0.1504,0.25,,103.09,100.99,0.1244,0.7944,0.82,0.79,36.11,36.12,30.11,30.09,5.34,5.57,0.09,,24.719,59.409,6.035,0.069,81.989,85.517,10.205,0.013
46,FK,OFF,REEF,12/14/2006,9:49,403,Western Sambo #2,24.483,-81.7,6,0.124,0.1469,0.0807,0.0893,0.0433,0.0576,0.4642,0.1728,9.2113,9.1327,0.5882,0.3197,8.6231,8.813,0.1781,0.1927,0.0119,0.0158,0.0271,0.0294,0.08,,93.58,109.47,0.0928,0.2831,0.22,0.21,36.27,36.28,25.94,25.97,4.5,4.65,0,,51.728,49.421,3.303,0.157,66.781,69.009,99.665,0.001
47,FK,OFF,REEF,2/21/2007,9:58,403,Western Sambo #2,24.483,-81.7,5,0.2933,0.1545,0.2747,0.1324,0.0186,0.022,0.7588,0.9954,4.4181,3.1693,1.0521,1.1499,3.366,2.0194,0.4449,0.3574,0.0154,0.0146,,,0.84,,90.46,90.33,3.1259,0.5356,0.45,0.33,36.25,36.26,22.51,22.52,4.15,4.23,0.2,,9.931,68.496,2.365,2.961,59.17,60.35,37.16,0.003
48,FK,OFF,REEF,6/14/2007,12:15,403,Western Sambo #2,24.483,-81.7,9,0.1476,0.1134,0.1031,0.0784,0.0445,0.0351,2.0692,0.3418,15.9901,15.5347,2.2168,0.4552,13.7733,15.0795,0.2939,0.1604,0.0207,0.021,,,0.06,,108.3,109.87,0.128,0.0064,,,35.74,36.2,29.86,28.04,3.42,3.79,0.12,,54.414,106.977,7.544,0.058,52.242,57.277,33.252,1.064
49,FK,OFF,REEF,8/23/2007,12:30,403,Western Sambo #2,24.483,-81.7,12,0.2308,0.1512,0.1621,0.0888,0.0686,0.0624,0.5583,0.4011,11.4387,12.4666,0.7891,0.5522,10.6495,11.9143,0.1424,0.1596,0.0256,0.0417,,,0.13,,100.8,90.16,0.1612,0.2118,0.02,0.01,36.09,36.17,30.16,30.15,5.46,5.14,0.07,,80.35,30.865,5.543,0.203,83.789,78.95,40.911,0.067
50,FK,OFF,REEF,10/24/2007,13:13,403,Western Sambo #2,24.483,-81.7,7,0.2245,0.2016,0.1909,0.1656,0.0336,0.036,0.3505,0.4264,12.9191,9.3512,0.575,0.628,12.344,8.7232,0.0979,0.117,0.0576,0.061,,,0.15,,80.13,81.24,0.3186,0.2389,,,35.93,35.93,28.74,28.75,6.03,6.03,0.25,,132.022,9.975,5.876,0.552,91.55,91.556,16.972,-0.011
51,FK,OFF,REEF,2/1/2008,12:49,403,Western Sambo #2,24.483,-81.7,7.21,0.1152,0.106,0.0847,0.0665,0.0305,0.0394,0.1373,0.0932,7.2436,8.7059,0.2525,0.1991,6.9911,8.5068,0.3266,0.4638,0.0405,0.0387,,,0.13,,78.13,99.57,0.5411,0.2006,0.61,6.09,36.31,36.46,23.71,23.03,6.85,6.93,0.05,,22.181,6.231,0.773,2.135,99.282,99.675,69.923,0.337
52,FK,OFF,REEF,6/5/2008,11:54,403,Western Sambo #2,24.483,-81.7,5.36,0.0513,0.0746,0.0229,0.0537,0.0284,0.0209,0.3678,0.1929,6.6724,5.7369,0.4191,0.2675,6.2533,5.4694,0.2142,0.2229,0.0347,0.0388,,,0.12,,85.41,89.29,0.2157,0.1805,0.52,0.59,36.59,36.59,27.98,27.97,6.37,6.37,0.13,,31.156,12.063,1.957,0.513,96.459,96.464,49.236,0.004
53,FK,OFF,REEF,8/11/2008,11:39,403,Western Sambo #2,24.483,-81.7,5.14,0.0697,0.1628,0.0541,0.1359,0.0156,0.0269,0.1609,0.1993,14.6342,10.3005,0.2306,0.3621,14.4035,9.9384,0.2264,0.2067,0.0426,0.0387,,,0.25,,96.96,99.11,0.1053,0.0715,0.42,0.4,36.19,36.2,30.11,30.11,6.17,6.17,0.01,,64.643,5.42,1.019,0.455,94.73,94.727,93.721,0
54,FK,OFF,REEF,12/6/2008,17:15,403,Western Sambo #2,24.483,-81.7,5.71,0.0807,0.0922,0.0363,0.0638,0.0443,0.0284,0.1719,0.1645,9.7027,10.4854,0.2526,0.2567,9.4501,10.2287,0.1423,0.1574,0.0198,0.0108,,,0.46,,99.3,102.07,,,0.39,0.51,36.01,36.06,24.16,24.17,6.81,6.81,0.15,,68.182,12.749,1.775,,99,98.998,42.367,0.035
55,FK,OFF,REEF,2/13/2009,12:31,403,Western Sambo #2,24.483,-81.7,12.73,0.0681,0.1067,0.0495,0.0889,0.0187,0.0178,0.3389,0.2929,12.7071,11.1259,0.407,0.3996,12.3,10.7263,0.1883,0.1526,0.0071,0.0076,,,0.83,,106.49,108.7,0.0807,0.2024,2.07,2.19,36.44,36.29,21.71,21.36,7.1,7.15,0.22,,67.487,57.537,2.162,0.198,100.353,100.509,5.879,-0.005
56,FK,OFF,REEF,5/27/2009,13:04,403,Western Sambo #2,24.483,-81.7,6.88,0.2307,0.2208,0.1987,0.1847,0.032,0.0361,0.2118,0.393,7.3293,6.0544,0.4425,0.6137,6.8868,5.4407,0.1476,0.1616,0.0339,0.0243,,,0.15,,139.83,130.82,0.1833,0.3579,0.36,0.57,36.44,36.16,28.37,28.3,6.33,6.35,0.09,,49.649,13.069,2.997,0.413,96.149,96.185,55.632,-0.182
57,FK,OFF,REEF,7/17/2009,15:09,403,Western Sambo #2,24.483,-81.7,4.38,0.3154,0.2631,0.282,0.2436,0.0334,0.0195,0.2435,0.2081,16.1006,14.9007,0.5589,0.4712,15.5417,14.4295,0.1641,0.1601,0.0262,0.0264,,,0.27,,95.67,106.76,1.2688,0.9426,0.33,0.93,36.81,36.83,32.15,31.05,5.96,6.06,0.08,,98.101,21.295,3.406,2.262,92.982,93.966,71.263,0.492
58,FK,OFF,REEF,10/14/2009,9:06,403,Western Sambo #2,24.483,-81.7,22.75,0.1161,0.1548,0.0998,0.1384,0.0163,0.0163,0.1211,0.1223,15.5073,15.2536,0.2373,0.277,15.27,14.9766,0.1281,0.03,0.0614,0.0313,,,0.17,,91.98,89.14,0.0316,0.0337,,,,,,,,,,,121.073,3.862,1.852,0.133,,,,
59,FK,OFF,REEF,3/8/2010,11:34,403,Western Sambo #2,24.483,-81.7,5.5,0.2735,0.546,0.251,0.5105,0.0225,0.0355,0.1593,0.2051,10.0887,11.8302,0.4328,0.7511,9.6559,11.079,0.3317,0.3034,0.0159,0.0228,,,1.57,,119.65,111.02,0.316,0.4239,1.19,1.23,36.26,36.29,19.42,19.27,7.41,7.43,0.21,,30.411,27.165,1.305,0.727,101.322,101.38,31.861,0.061
